"";"IFBL";"ifbluurhok";"Xcoord";"Ycoord"
"7516";"D24234";"d2-42-34";72012;184180
"7517";"D24241";"d2-42-41";72012;184180
"7518";"D24242";"d2-42-42";72012;184180
"7519";"D24243";"d2-42-43";72012;184180
"7520";"D24244";"d2-42-44";72012;184180
"7521";"D24311";"d2-43-11";76012;184180
"7522";"D24312";"d2-43-12";76012;184180
"7523";"D24313";"d2-43-13";76012;184180
"7524";"D24314";"d2-43-14";76012;184180
"7525";"D24321";"d2-43-21";76012;184180
"7526";"D24322";"d2-43-22";76012;184180
"7527";"D24323";"d2-43-23";76012;184180
"7528";"D24324";"d2-43-24";76012;184180
"7529";"D24331";"d2-43-31";76012;184180
"7530";"D24332";"d2-43-32";76012;184180
"7531";"D24333";"d2-43-33";76012;184180
"7532";"D24334";"d2-43-34";76012;184180
"7533";"D24341";"d2-43-41";76012;184180
"7534";"D24342";"d2-43-42";76012;184180
"7535";"D24343";"d2-43-43";76012;184180
"7536";"D24344";"d2-43-44";76012;184180
"7537";"D24411";"d2-44-11";80012;184180
"7538";"D24412";"d2-44-12";80012;184180
"7539";"D24413";"d2-44-13";80012;184180
"7540";"D24414";"d2-44-14";80012;184180
"7541";"D24421";"d2-44-21";80012;184180
"7542";"D24422";"d2-44-22";80012;184180
"7543";"D24423";"d2-44-23";80012;184180
"7544";"D24424";"d2-44-24";80012;184180
"7545";"D24431";"d2-44-31";80012;184180
"7546";"D24432";"d2-44-32";80012;184180
"7547";"D24433";"d2-44-33";80012;184180
"7548";"D24434";"d2-44-34";80012;184180
"7549";"D24441";"d2-44-41";80012;184180
"7550";"D24442";"d2-44-42";80012;184180
"7551";"D24443";"d2-44-43";80012;184180
"7552";"D24444";"d2-44-44";80012;184180
"7553";"D24511";"d2-45-11";84012;184180
"7554";"D24512";"d2-45-12";84012;184180
"7555";"D24513";"d2-45-13";84012;184180
"7556";"D24514";"d2-45-14";84012;184180
"7557";"D24521";"d2-45-21";84012;184180
"7558";"D24522";"d2-45-22";84012;184180
"7559";"D24523";"d2-45-23";84012;184180
"7560";"D24524";"d2-45-24";84012;184180
"7561";"D24531";"d2-45-31";84012;184180
"7562";"D24532";"d2-45-32";84012;184180
"7563";"D24533";"d2-45-33";84012;184180
"7564";"D24534";"d2-45-34";84012;184180
"7565";"D24541";"d2-45-41";84012;184180
"7566";"D24542";"d2-45-42";84012;184180
"7567";"D24543";"d2-45-43";84012;184180
"7568";"D24544";"d2-45-44";84012;184180
"7569";"D24611";"d2-46-11";88012;184180
"7570";"D24612";"d2-46-12";88012;184180
"7571";"D24613";"d2-46-13";88012;184180
"7572";"D24614";"d2-46-14";88012;184180
"7573";"D24621";"d2-46-21";88012;184180
"7574";"D24622";"d2-46-22";88012;184180
"7575";"D24623";"d2-46-23";88012;184180
"7576";"D24624";"d2-46-24";88012;184180
"7577";"D24631";"d2-46-31";88012;184180
"7578";"D24632";"d2-46-32";88012;184180
"7579";"D24633";"d2-46-33";88012;184180
"7580";"D24634";"d2-46-34";88012;184180
"7581";"D24641";"d2-46-41";88012;184180
"7582";"D24642";"d2-46-42";88012;184180
"7583";"D24643";"d2-46-43";88012;184180
"7584";"D24644";"d2-46-44";88012;184180
"7585";"D24711";"d2-47-11";92012;184180
"7586";"D24712";"d2-47-12";92012;184180
"7587";"D24713";"d2-47-13";92012;184180
"7588";"D24714";"d2-47-14";92012;184180
"7589";"D24721";"d2-47-21";92012;184180
"7590";"D24722";"d2-47-22";92012;184180
"7591";"D24723";"d2-47-23";92012;184180
"7592";"D24724";"d2-47-24";92012;184180
"7593";"D24731";"d2-47-31";92012;184180
"7594";"D24732";"d2-47-32";92012;184180
"7595";"D24733";"d2-47-33";92012;184180
"7596";"D24734";"d2-47-34";92012;184180
"7597";"D24741";"d2-47-41";92012;184180
"7598";"D24742";"d2-47-42";92012;184180
"7599";"D24743";"d2-47-43";92012;184180
"7600";"D24744";"d2-47-44";92012;184180
"7601";"D24811";"d2-48-11";96012;184180
"7602";"D24812";"d2-48-12";96012;184180
"7603";"D24813";"d2-48-13";96012;184180
"7604";"D24814";"d2-48-14";96012;184180
"7605";"D24821";"d2-48-21";96012;184180
"7606";"D24822";"d2-48-22";96012;184180
"7607";"D24823";"d2-48-23";96012;184180
"7608";"D24824";"d2-48-24";96012;184180
"7609";"D24831";"d2-48-31";96012;184180
"7610";"D24832";"d2-48-32";96012;184180
"7611";"D24833";"d2-48-33";96012;184180
"7612";"D24834";"d2-48-34";96012;184180
"7613";"D24841";"d2-48-41";96012;184180
"7614";"D24842";"d2-48-42";96012;184180
"7615";"D24843";"d2-48-43";96012;184180
"7616";"D24844";"d2-48-44";96012;184180
"7617";"D25111";"d2-51-11";68012;180180
"7618";"D25112";"d2-51-12";68012;180180
"7619";"D25113";"d2-51-13";68012;180180
"7620";"D25114";"d2-51-14";68012;180180
"7621";"D25121";"d2-51-21";68012;180180
"7622";"D25122";"d2-51-22";68012;180180
"7623";"D25123";"d2-51-23";68012;180180
"7624";"D25124";"d2-51-24";68012;180180
"7625";"D25131";"d2-51-31";68012;180180
"7626";"D25132";"d2-51-32";68012;180180
"7627";"D25133";"d2-51-33";68012;180180
"7628";"D25134";"d2-51-34";68012;180180
"7629";"D25141";"d2-51-41";68012;180180
"7630";"D25142";"d2-51-42";68012;180180
"7631";"D25143";"d2-51-43";68012;180180
"7632";"D25144";"d2-51-44";68012;180180
"7633";"D25211";"d2-52-11";72012;180180
"7634";"D25212";"d2-52-12";72012;180180
"7635";"D25213";"d2-52-13";72012;180180
"7636";"D25214";"d2-52-14";72012;180180
"7637";"D25221";"d2-52-21";72012;180180
"7638";"D25222";"d2-52-22";72012;180180
"7639";"D25223";"d2-52-23";72012;180180
"7640";"D25224";"d2-52-24";72012;180180
"7641";"D25231";"d2-52-31";72012;180180
"7642";"D25232";"d2-52-32";72012;180180
"7643";"D25233";"d2-52-33";72012;180180
"7644";"D25234";"d2-52-34";72012;180180
"7645";"D25241";"d2-52-41";72012;180180
"7646";"D25242";"d2-52-42";72012;180180
"7647";"D25243";"d2-52-43";72012;180180
"7648";"D25244";"d2-52-44";72012;180180
"7649";"D25311";"d2-53-11";76012;180180
"7650";"D25312";"d2-53-12";76012;180180
"7651";"D25313";"d2-53-13";76012;180180
"7652";"D25314";"d2-53-14";76012;180180
"7653";"D25321";"d2-53-21";76012;180180
"7654";"D25322";"d2-53-22";76012;180180
"7655";"D25323";"d2-53-23";76012;180180
"7656";"D25324";"d2-53-24";76012;180180
"7657";"D25331";"d2-53-31";76012;180180
"7658";"D25332";"d2-53-32";76012;180180
"7659";"D25333";"d2-53-33";76012;180180
"7660";"D25334";"d2-53-34";76012;180180
"7661";"D25341";"d2-53-41";76012;180180
"7662";"D25342";"d2-53-42";76012;180180
"7663";"D25343";"d2-53-43";76012;180180
"7664";"D25344";"d2-53-44";76012;180180
"7665";"D25411";"d2-54-11";80012;180180
"7666";"D25412";"d2-54-12";80012;180180
"7667";"D25413";"d2-54-13";80012;180180
"7668";"D25414";"d2-54-14";80012;180180
"7669";"D25421";"d2-54-21";80012;180180
"7670";"D25422";"d2-54-22";80012;180180
"7671";"D25423";"d2-54-23";80012;180180
"7672";"D25424";"d2-54-24";80012;180180
"7673";"D25431";"d2-54-31";80012;180180
"7674";"D25432";"d2-54-32";80012;180180
"7675";"D25433";"d2-54-33";80012;180180
"7676";"D25434";"d2-54-34";80012;180180
"7677";"D25441";"d2-54-41";80012;180180
"7678";"D25442";"d2-54-42";80012;180180
"7679";"D25443";"d2-54-43";80012;180180
"7680";"D25444";"d2-54-44";80012;180180
"7681";"D25511";"d2-55-11";84012;180180
"7682";"D25512";"d2-55-12";84012;180180
"7683";"D25513";"d2-55-13";84012;180180
"7684";"D25514";"d2-55-14";84012;180180
"7685";"D25521";"d2-55-21";84012;180180
"7686";"D25522";"d2-55-22";84012;180180
"7687";"D25523";"d2-55-23";84012;180180
"7688";"D25524";"d2-55-24";84012;180180
"7689";"D25531";"d2-55-31";84012;180180
"7690";"D25532";"d2-55-32";84012;180180
"7691";"D25533";"d2-55-33";84012;180180
"7692";"D25534";"d2-55-34";84012;180180
"7693";"D25541";"d2-55-41";84012;180180
"7694";"D25542";"d2-55-42";84012;180180
"7695";"D25543";"d2-55-43";84012;180180
"7696";"D25544";"d2-55-44";84012;180180
"7697";"D25611";"d2-56-11";88012;180180
"7698";"D25612";"d2-56-12";88012;180180
"7699";"D25613";"d2-56-13";88012;180180
"7700";"D25614";"d2-56-14";88012;180180
"7701";"D25621";"d2-56-21";88012;180180
"7702";"D25622";"d2-56-22";88012;180180
"7703";"D25623";"d2-56-23";88012;180180
"7704";"D25624";"d2-56-24";88012;180180
"7705";"D25631";"d2-56-31";88012;180180
"7706";"D25632";"d2-56-32";88012;180180
"7707";"D25633";"d2-56-33";88012;180180
"7708";"D25634";"d2-56-34";88012;180180
"7709";"D25641";"d2-56-41";88012;180180
"7710";"D25642";"d2-56-42";88012;180180
"7711";"D25643";"d2-56-43";88012;180180
"7712";"D25644";"d2-56-44";88012;180180
"7713";"D25711";"d2-57-11";92012;180180
"7714";"D25712";"d2-57-12";92012;180180
"7715";"D25713";"d2-57-13";92012;180180
"7716";"D25714";"d2-57-14";92012;180180
"7717";"D25721";"d2-57-21";92012;180180
"7718";"D25722";"d2-57-22";92012;180180
"7719";"D25723";"d2-57-23";92012;180180
"7720";"D25724";"d2-57-24";92012;180180
"7721";"D25731";"d2-57-31";92012;180180
"7722";"D25732";"d2-57-32";92012;180180
"7723";"D25733";"d2-57-33";92012;180180
"7724";"D25734";"d2-57-34";92012;180180
"7725";"D25741";"d2-57-41";92012;180180
"7726";"D25742";"d2-57-42";92012;180180
"7727";"D25743";"d2-57-43";92012;180180
"7728";"D25744";"d2-57-44";92012;180180
"7729";"D25811";"d2-58-11";96012;180180
"7730";"D25812";"d2-58-12";96012;180180
"7731";"D25813";"d2-58-13";96012;180180
"7732";"D25814";"d2-58-14";96012;180180
"7733";"D25821";"d2-58-21";96012;180180
"7734";"D25822";"d2-58-22";96012;180180
"7735";"D25823";"d2-58-23";96012;180180
"7736";"D25824";"d2-58-24";96012;180180
"7737";"D25831";"d2-58-31";96012;180180
"7738";"D25832";"d2-58-32";96012;180180
"7739";"D25833";"d2-58-33";96012;180180
"7740";"D25834";"d2-58-34";96012;180180
"7741";"D25841";"d2-58-41";96012;180180
"7742";"D25842";"d2-58-42";96012;180180
"7743";"D25843";"d2-58-43";96012;180180
"7744";"D25844";"d2-58-44";96012;180180
"7745";"D31111";"d3-11-11";100012;196180
"7746";"D31112";"d3-11-12";100012;196180
"7747";"D31113";"d3-11-13";100012;196180
"7748";"D31114";"d3-11-14";100012;196180
"7749";"D31121";"d3-11-21";100012;196180
"7750";"D31122";"d3-11-22";100012;196180
"7751";"D31123";"d3-11-23";100012;196180
"7752";"D31124";"d3-11-24";100012;196180
"7753";"D31131";"d3-11-31";100012;196180
"7754";"D31132";"d3-11-32";100012;196180
"7755";"D31133";"d3-11-33";100012;196180
"7756";"D31134";"d3-11-34";100012;196180
"7757";"D31141";"d3-11-41";100012;196180
"7758";"D31142";"d3-11-42";100012;196180
"7759";"D31143";"d3-11-43";100012;196180
"7760";"D31144";"d3-11-44";100012;196180
"7761";"D31211";"d3-12-11";104012;196180
"7762";"D31212";"d3-12-12";104012;196180
"7763";"D31213";"d3-12-13";104012;196180
"7764";"D31214";"d3-12-14";104012;196180
"7765";"D31221";"d3-12-21";104012;196180
"7766";"D31222";"d3-12-22";104012;196180
"7767";"D31223";"d3-12-23";104012;196180
"7768";"D31224";"d3-12-24";104012;196180
"7769";"D31231";"d3-12-31";104012;196180
"7770";"D31232";"d3-12-32";104012;196180
"7771";"D31233";"d3-12-33";104012;196180
"7772";"D31234";"d3-12-34";104012;196180
"7773";"D31241";"d3-12-41";104012;196180
"7774";"D31242";"d3-12-42";104012;196180
"7775";"D31243";"d3-12-43";104012;196180
"7776";"D31244";"d3-12-44";104012;196180
"7777";"D31311";"d3-13-11";108012;196180
"7778";"D31312";"d3-13-12";108012;196180
"7779";"D31313";"d3-13-13";108012;196180
"7780";"D31314";"d3-13-14";108012;196180
"7781";"D31321";"d3-13-21";108012;196180
"7782";"D31322";"d3-13-22";108012;196180
"7783";"D31323";"d3-13-23";108012;196180
"7784";"D31324";"d3-13-24";108012;196180
"7785";"D31331";"d3-13-31";108012;196180
"7786";"D31332";"d3-13-32";108012;196180
"7787";"D31333";"d3-13-33";108012;196180
"7788";"D31334";"d3-13-34";108012;196180
"7789";"D31341";"d3-13-41";108012;196180
"7790";"D31342";"d3-13-42";108012;196180
"7791";"D31343";"d3-13-43";108012;196180
"7792";"D31344";"d3-13-44";108012;196180
"7793";"D31411";"d3-14-11";112012;196180
"7794";"D31412";"d3-14-12";112012;196180
"7795";"D31413";"d3-14-13";112012;196180
"7796";"D31414";"d3-14-14";112012;196180
"7797";"D31421";"d3-14-21";112012;196180
"7798";"D31422";"d3-14-22";112012;196180
"7799";"D31423";"d3-14-23";112012;196180
"7800";"D31424";"d3-14-24";112012;196180
"7801";"D31431";"d3-14-31";112012;196180
"7802";"D31432";"d3-14-32";112012;196180
"7803";"D31433";"d3-14-33";112012;196180
"7804";"D31434";"d3-14-34";112012;196180
"7805";"D31441";"d3-14-41";112012;196180
"7806";"D31442";"d3-14-42";112012;196180
"7807";"D31443";"d3-14-43";112012;196180
"7808";"D31444";"d3-14-44";112012;196180
"7809";"D31511";"d3-15-11";116012;196180
"7810";"D31512";"d3-15-12";116012;196180
"7811";"D31513";"d3-15-13";116012;196180
"7812";"D31514";"d3-15-14";116012;196180
"7813";"D31521";"d3-15-21";116012;196180
"7814";"D31522";"d3-15-22";116012;196180
"7815";"D31523";"d3-15-23";116012;196180
"7816";"D31524";"d3-15-24";116012;196180
"7817";"D31531";"d3-15-31";116012;196180
"7818";"D31532";"d3-15-32";116012;196180
"7819";"D31533";"d3-15-33";116012;196180
"7820";"D31534";"d3-15-34";116012;196180
"7821";"D31541";"d3-15-41";116012;196180
"7822";"D31542";"d3-15-42";116012;196180
"7823";"D31543";"d3-15-43";116012;196180
"7824";"D31544";"d3-15-44";116012;196180
"7825";"D31611";"d3-16-11";120012;196180
"7826";"D31612";"d3-16-12";120012;196180
"7827";"D31613";"d3-16-13";120012;196180
"7828";"D31614";"d3-16-14";120012;196180
"7829";"D31621";"d3-16-21";120012;196180
"7830";"D31622";"d3-16-22";120012;196180
"7831";"D31623";"d3-16-23";120012;196180
"7832";"D31624";"d3-16-24";120012;196180
"7833";"D31631";"d3-16-31";120012;196180
"7834";"D31632";"d3-16-32";120012;196180
"7835";"D31633";"d3-16-33";120012;196180
"7836";"D31634";"d3-16-34";120012;196180
"7837";"D31641";"d3-16-41";120012;196180
"7838";"D31642";"d3-16-42";120012;196180
"7839";"D31643";"d3-16-43";120012;196180
"7840";"D31644";"d3-16-44";120012;196180
"7841";"D31711";"d3-17-11";124012;196180
"7842";"D31712";"d3-17-12";124012;196180
"7843";"D31713";"d3-17-13";124012;196180
"7844";"D31714";"d3-17-14";124012;196180
"7845";"D31721";"d3-17-21";124012;196180
"7846";"D31722";"d3-17-22";124012;196180
"7847";"D31723";"d3-17-23";124012;196180
"7848";"D31724";"d3-17-24";124012;196180
"7849";"D31731";"d3-17-31";124012;196180
"7850";"D31732";"d3-17-32";124012;196180
"7851";"D31733";"d3-17-33";124012;196180
"7852";"D31734";"d3-17-34";124012;196180
"7853";"D31741";"d3-17-41";124012;196180
"7854";"D31742";"d3-17-42";124012;196180
"7855";"D31743";"d3-17-43";124012;196180
"7856";"D31744";"d3-17-44";124012;196180
"7857";"D31811";"d3-18-11";128012;196180
"7858";"D31812";"d3-18-12";128012;196180
"7859";"D31813";"d3-18-13";128012;196180
"7860";"D31814";"d3-18-14";128012;196180
"7861";"D31821";"d3-18-21";128012;196180
"7862";"D31822";"d3-18-22";128012;196180
"7863";"D31823";"d3-18-23";128012;196180
"7864";"D31824";"d3-18-24";128012;196180
"7865";"D31831";"d3-18-31";128012;196180
"7866";"D31832";"d3-18-32";128012;196180
"7867";"D31833";"d3-18-33";128012;196180
"7868";"D31834";"d3-18-34";128012;196180
"7869";"D31841";"d3-18-41";128012;196180
"7870";"D31842";"d3-18-42";128012;196180
"7871";"D31843";"d3-18-43";128012;196180
"7872";"D31844";"d3-18-44";128012;196180
"7873";"D32111";"d3-21-11";100012;192180
"7874";"D32112";"d3-21-12";100012;192180
"7875";"D32113";"d3-21-13";100012;192180
"7876";"D32114";"d3-21-14";100012;192180
"7877";"D32121";"d3-21-21";100012;192180
"7878";"D32122";"d3-21-22";100012;192180
"7879";"D32123";"d3-21-23";100012;192180
"7880";"D32124";"d3-21-24";100012;192180
"7881";"D32131";"d3-21-31";100012;192180
"7882";"D32132";"d3-21-32";100012;192180
"7883";"D32133";"d3-21-33";100012;192180
"7884";"D32134";"d3-21-34";100012;192180
"7885";"D32141";"d3-21-41";100012;192180
"7886";"D32142";"d3-21-42";100012;192180
"7887";"D32143";"d3-21-43";100012;192180
"7888";"D32144";"d3-21-44";100012;192180
"7889";"D32211";"d3-22-11";104012;192180
"7890";"D32212";"d3-22-12";104012;192180
"7891";"D32213";"d3-22-13";104012;192180
"7892";"D32214";"d3-22-14";104012;192180
"7893";"D32221";"d3-22-21";104012;192180
"7894";"D32222";"d3-22-22";104012;192180
"7895";"D32223";"d3-22-23";104012;192180
"7896";"D32224";"d3-22-24";104012;192180
"7897";"D32231";"d3-22-31";104012;192180
"7898";"D32232";"d3-22-32";104012;192180
"7899";"D32233";"d3-22-33";104012;192180
"7900";"D32234";"d3-22-34";104012;192180
"7901";"D32241";"d3-22-41";104012;192180
"7902";"D32242";"d3-22-42";104012;192180
"7903";"D32243";"d3-22-43";104012;192180
"7904";"D32244";"d3-22-44";104012;192180
"7905";"D32311";"d3-23-11";108012;192180
"7906";"D32312";"d3-23-12";108012;192180
"7907";"D32313";"d3-23-13";108012;192180
"7908";"D32314";"d3-23-14";108012;192180
"7909";"D32321";"d3-23-21";108012;192180
"7910";"D32322";"d3-23-22";108012;192180
"7911";"D32323";"d3-23-23";108012;192180
"7912";"D32324";"d3-23-24";108012;192180
"7913";"D32331";"d3-23-31";108012;192180
"7914";"D32332";"d3-23-32";108012;192180
"7915";"D32333";"d3-23-33";108012;192180
"7916";"D32334";"d3-23-34";108012;192180
"7917";"D32341";"d3-23-41";108012;192180
"7918";"D32342";"d3-23-42";108012;192180
"7919";"D32343";"d3-23-43";108012;192180
"7920";"D32344";"d3-23-44";108012;192180
"7921";"D32411";"d3-24-11";112012;192180
"7922";"D32412";"d3-24-12";112012;192180
"7923";"D32413";"d3-24-13";112012;192180
"7924";"D32414";"d3-24-14";112012;192180
"7925";"D32421";"d3-24-21";112012;192180
"7926";"D32422";"d3-24-22";112012;192180
"7927";"D32423";"d3-24-23";112012;192180
"7928";"D32424";"d3-24-24";112012;192180
"7929";"D32431";"d3-24-31";112012;192180
"7930";"D32432";"d3-24-32";112012;192180
"7931";"D32433";"d3-24-33";112012;192180
"7932";"D32434";"d3-24-34";112012;192180
"7933";"D32441";"d3-24-41";112012;192180
"7934";"D32442";"d3-24-42";112012;192180
"7935";"D32443";"d3-24-43";112012;192180
"7936";"D32444";"d3-24-44";112012;192180
"7937";"D32511";"d3-25-11";116012;192180
"7938";"D32512";"d3-25-12";116012;192180
"7939";"D32513";"d3-25-13";116012;192180
"7940";"D32514";"d3-25-14";116012;192180
"7941";"D32521";"d3-25-21";116012;192180
"7942";"D32522";"d3-25-22";116012;192180
"7943";"D32523";"d3-25-23";116012;192180
"7944";"D32524";"d3-25-24";116012;192180
"7945";"D32531";"d3-25-31";116012;192180
"7946";"D32532";"d3-25-32";116012;192180
"7947";"D32533";"d3-25-33";116012;192180
"7948";"D32534";"d3-25-34";116012;192180
"7949";"D32541";"d3-25-41";116012;192180
"7950";"D32542";"d3-25-42";116012;192180
"7951";"D32543";"d3-25-43";116012;192180
"7952";"D32544";"d3-25-44";116012;192180
"7953";"D32611";"d3-26-11";120012;192180
"7954";"D32612";"d3-26-12";120012;192180
"7955";"D32613";"d3-26-13";120012;192180
"7956";"D32614";"d3-26-14";120012;192180
"7957";"D32621";"d3-26-21";120012;192180
"7958";"D32622";"d3-26-22";120012;192180
"7959";"D32623";"d3-26-23";120012;192180
"7960";"D32624";"d3-26-24";120012;192180
"7961";"D32631";"d3-26-31";120012;192180
"7962";"D32632";"d3-26-32";120012;192180
"7963";"D32633";"d3-26-33";120012;192180
"7964";"D32634";"d3-26-34";120012;192180
"7965";"D32641";"d3-26-41";120012;192180
"7966";"D32642";"d3-26-42";120012;192180
"7967";"D32643";"d3-26-43";120012;192180
"7968";"D32644";"d3-26-44";120012;192180
"7969";"D32711";"d3-27-11";124012;192180
"7970";"D32712";"d3-27-12";124012;192180
"7971";"D32713";"d3-27-13";124012;192180
"7972";"D32714";"d3-27-14";124012;192180
"7973";"D32721";"d3-27-21";124012;192180
"7974";"D32722";"d3-27-22";124012;192180
"7975";"D32723";"d3-27-23";124012;192180
"7976";"D32724";"d3-27-24";124012;192180
"7977";"D32731";"d3-27-31";124012;192180
"7978";"D32732";"d3-27-32";124012;192180
"7979";"D32733";"d3-27-33";124012;192180
"7980";"D32734";"d3-27-34";124012;192180
"7981";"D32741";"d3-27-41";124012;192180
"7982";"D32742";"d3-27-42";124012;192180
"7983";"D32743";"d3-27-43";124012;192180
"7984";"D32744";"d3-27-44";124012;192180
"7985";"D32811";"d3-28-11";128012;192180
"7986";"D32812";"d3-28-12";128012;192180
"7987";"D32813";"d3-28-13";128012;192180
"7988";"D32814";"d3-28-14";128012;192180
"7989";"D32821";"d3-28-21";128012;192180
"7990";"D32822";"d3-28-22";128012;192180
"7991";"D32823";"d3-28-23";128012;192180
"7992";"D32824";"d3-28-24";128012;192180
"7993";"D32831";"d3-28-31";128012;192180
"7994";"D32832";"d3-28-32";128012;192180
"7995";"D32833";"d3-28-33";128012;192180
"7996";"D32834";"d3-28-34";128012;192180
"7997";"D32841";"d3-28-41";128012;192180
"7998";"D32842";"d3-28-42";128012;192180
"7999";"D32843";"d3-28-43";128012;192180
"8000";"D32844";"d3-28-44";128012;192180
"8001";"D33111";"d3-31-11";100012;188180
"8002";"D33112";"d3-31-12";100012;188180
"8003";"D33113";"d3-31-13";100012;188180
"8004";"D33114";"d3-31-14";100012;188180
"8005";"D33121";"d3-31-21";100012;188180
"8006";"D33122";"d3-31-22";100012;188180
"8007";"D33123";"d3-31-23";100012;188180
"8008";"D33124";"d3-31-24";100012;188180
"8009";"D33131";"d3-31-31";100012;188180
"8010";"D33132";"d3-31-32";100012;188180
"8011";"D33133";"d3-31-33";100012;188180
"8012";"D33134";"d3-31-34";100012;188180
"8013";"D33141";"d3-31-41";100012;188180
"8014";"D33142";"d3-31-42";100012;188180
"8015";"D33143";"d3-31-43";100012;188180
"8016";"D33144";"d3-31-44";100012;188180
"8017";"D33211";"d3-32-11";104012;188180
"8018";"D33212";"d3-32-12";104012;188180
"8019";"D33213";"d3-32-13";104012;188180
"8020";"D33214";"d3-32-14";104012;188180
"8021";"D33221";"d3-32-21";104012;188180
"8022";"D33222";"d3-32-22";104012;188180
"8023";"D33223";"d3-32-23";104012;188180
"8024";"D33224";"d3-32-24";104012;188180
"8025";"D33231";"d3-32-31";104012;188180
"8026";"D33232";"d3-32-32";104012;188180
"8027";"D33233";"d3-32-33";104012;188180
"8028";"D33234";"d3-32-34";104012;188180
"8029";"D33241";"d3-32-41";104012;188180
"8030";"D33242";"d3-32-42";104012;188180
"8031";"D33243";"d3-32-43";104012;188180
"8032";"D33244";"d3-32-44";104012;188180
"8033";"D33311";"d3-33-11";108012;188180
"8034";"D33312";"d3-33-12";108012;188180
"8035";"D33313";"d3-33-13";108012;188180
"8036";"D33314";"d3-33-14";108012;188180
"8037";"D33321";"d3-33-21";108012;188180
"8038";"D33322";"d3-33-22";108012;188180
"8039";"D33323";"d3-33-23";108012;188180
"8040";"D33324";"d3-33-24";108012;188180
"8041";"D33331";"d3-33-31";108012;188180
"8042";"D33332";"d3-33-32";108012;188180
"8043";"D33333";"d3-33-33";108012;188180
"8044";"D33334";"d3-33-34";108012;188180
"8045";"D33341";"d3-33-41";108012;188180
"8046";"D33342";"d3-33-42";108012;188180
"8047";"D33343";"d3-33-43";108012;188180
"8048";"D33344";"d3-33-44";108012;188180
"8049";"D33411";"d3-34-11";112012;188180
"8050";"D33412";"d3-34-12";112012;188180
"8051";"D33413";"d3-34-13";112012;188180
"8052";"D33414";"d3-34-14";112012;188180
"8053";"D33421";"d3-34-21";112012;188180
"8054";"D33422";"d3-34-22";112012;188180
"8055";"D33423";"d3-34-23";112012;188180
"8056";"D33424";"d3-34-24";112012;188180
"8057";"D33431";"d3-34-31";112012;188180
"8058";"D33432";"d3-34-32";112012;188180
"8059";"D33433";"d3-34-33";112012;188180
"8060";"D33434";"d3-34-34";112012;188180
"8061";"D33441";"d3-34-41";112012;188180
"8062";"D33442";"d3-34-42";112012;188180
"8063";"D33443";"d3-34-43";112012;188180
"8064";"D33444";"d3-34-44";112012;188180
"8065";"D33511";"d3-35-11";116012;188180
"8066";"D33512";"d3-35-12";116012;188180
"8067";"D33513";"d3-35-13";116012;188180
"8068";"D33514";"d3-35-14";116012;188180
"8069";"D33521";"d3-35-21";116012;188180
"8070";"D33522";"d3-35-22";116012;188180
"8071";"D33523";"d3-35-23";116012;188180
"8072";"D33524";"d3-35-24";116012;188180
"8073";"D33531";"d3-35-31";116012;188180
"8074";"D33532";"d3-35-32";116012;188180
"8075";"D33533";"d3-35-33";116012;188180
"8076";"D33534";"d3-35-34";116012;188180
"8077";"D33541";"d3-35-41";116012;188180
"8078";"D33542";"d3-35-42";116012;188180
"8079";"D33543";"d3-35-43";116012;188180
"8080";"D33544";"d3-35-44";116012;188180
"8081";"D33611";"d3-36-11";120012;188180
"8082";"D33612";"d3-36-12";120012;188180
"8083";"D33613";"d3-36-13";120012;188180
"8084";"D33614";"d3-36-14";120012;188180
"8085";"D33621";"d3-36-21";120012;188180
"8086";"D33622";"d3-36-22";120012;188180
"8087";"D33623";"d3-36-23";120012;188180
"8088";"D33624";"d3-36-24";120012;188180
"8089";"D33631";"d3-36-31";120012;188180
"8090";"D33632";"d3-36-32";120012;188180
"8091";"D33633";"d3-36-33";120012;188180
"8092";"D33634";"d3-36-34";120012;188180
"8093";"D33641";"d3-36-41";120012;188180
"8094";"D33642";"d3-36-42";120012;188180
"8095";"D33643";"d3-36-43";120012;188180
"8096";"D33644";"d3-36-44";120012;188180
"8097";"D33711";"d3-37-11";124012;188180
"8098";"D33712";"d3-37-12";124012;188180
"8099";"D33713";"d3-37-13";124012;188180
"8100";"D33714";"d3-37-14";124012;188180
"8101";"D33721";"d3-37-21";124012;188180
"8102";"D33722";"d3-37-22";124012;188180
"8103";"D33723";"d3-37-23";124012;188180
"8104";"D33724";"d3-37-24";124012;188180
"8105";"D33731";"d3-37-31";124012;188180
"8106";"D33732";"d3-37-32";124012;188180
"8107";"D33733";"d3-37-33";124012;188180
"8108";"D33734";"d3-37-34";124012;188180
"8109";"D33741";"d3-37-41";124012;188180
"8110";"D33742";"d3-37-42";124012;188180
"8111";"D33743";"d3-37-43";124012;188180
"8112";"D33744";"d3-37-44";124012;188180
"8113";"D33811";"d3-38-11";128012;188180
"8114";"D33812";"d3-38-12";128012;188180
"8115";"D33813";"d3-38-13";128012;188180
"8116";"D33814";"d3-38-14";128012;188180
"8117";"D33821";"d3-38-21";128012;188180
"8118";"D33822";"d3-38-22";128012;188180
"8119";"D33823";"d3-38-23";128012;188180
"8120";"D33824";"d3-38-24";128012;188180
"8121";"D33831";"d3-38-31";128012;188180
"8122";"D33832";"d3-38-32";128012;188180
